model,tier,qid,split,verbal_raw,correct,behavioral_raw,n_clusters,n_valid,internal_raw,best_layer_pct,verbal_cal,behavioral_cal,internal_cal,family,params_b,canonical_format
qwen2.5-0.5b-instruct,R3,R3-106,train,,0,,,,,,,,,retrieval,0.49,B
qwen2.5-0.5b-instruct,R3,R3-1900,train,,0,,,,,,,,,retrieval,0.49,B
qwen2.5-0.5b-instruct,R3,R3-676,train,,0,,,,,,,,,retrieval,0.49,B
qwen2.5-0.5b-instruct,R3,R3-205,train,,0,,,,,,,,,retrieval,0.49,B
qwen2.5-0.5b-instruct,R3,R3-3615,train,,0,,,,,,,,,retrieval,0.49,B
qwen2.5-0.5b-instruct,R3,R3-4017,train,,0,,,,,,,,,retrieval,0.49,B
qwen2.5-0.5b-instruct,R3,R3-394,train,,0,,,,,,,,,retrieval,0.49,B
qwen2.5-0.5b-instruct,R3,R3-754,train,,0,,,,,,,,,retrieval,0.49,B
qwen2.5-0.5b-instruct,R3,R3-2636,train,,0,,,,,,,,,retrieval,0.49,B
qwen2.5-0.5b-instruct,R3,R3-2035,train,,0,,,,,,,,,retrieval,0.49,B
qwen2.5-0.5b-instruct,R3,R3-2943,train,,0,,,,,,,,,retrieval,0.49,B
qwen2.5-0.5b-instruct,R3,R3-1910,train,,0,,,,,,,,,retrieval,0.49,B
qwen2.5-0.5b-instruct,R3,R3-3121,train,,0,,,,,,,,,retrieval,0.49,B
qwen2.5-0.5b-instruct,R3,R3-1269,train,,0,,,,,,,,,retrieval,0.49,B
qwen2.5-0.5b-instruct,R3,R3-2663,train,,0,,,,,,,,,retrieval,0.49,B
qwen2.5-0.5b-instruct,R3,R3-2312,train,,0,,,,,,,,,retrieval,0.49,B
qwen2.5-0.5b-instruct,R3,R3-3373,train,,0,,,,,,,,,retrieval,0.49,B
qwen2.5-0.5b-instruct,R3,R3-3226,train,,0,,,,,,,,,retrieval,0.49,B
qwen2.5-0.5b-instruct,R3,R3-3047,train,,0,,,,,,,,,retrieval,0.49,B
qwen2.5-0.5b-instruct,C1,C1-695,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1186,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1233,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-954,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-11,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-65,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-298,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1184,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-334,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-688,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1236,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-539,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-338,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-633,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-831,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-305,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-202,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-514,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-523,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1182,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-651,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1092,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1081,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-159,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-361,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-286,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-557,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-19,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-73,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-454,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1064,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1262,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-209,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-716,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-172,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-416,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1122,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1183,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1177,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1194,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-599,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-887,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-648,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-198,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-936,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-124,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-598,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-722,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1270,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1215,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-28,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1130,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-391,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-521,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-417,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-38,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-891,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-241,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-414,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-258,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-789,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1317,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-106,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-694,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-674,train,,1,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-747,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-922,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1086,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-908,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-79,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1030,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-85,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1168,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-682,train,,1,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-255,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-236,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1034,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1225,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1165,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-344,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-614,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-32,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-652,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-307,train,,1,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-547,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-782,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1288,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-698,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-40,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1273,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-824,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-538,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-1116,train,,1,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-575,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-879,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-376,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-304,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-851,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-318,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C1,C1-767,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-634,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-7940,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-4049,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-3159,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-4813,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-11266,train,,1,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-1602,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-10759,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-10405,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-6501,train,,1,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-7899,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-3872,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-2391,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-7600,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-9547,train,,1,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-11920,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-2585,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-12175,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-607,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-6422,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-9257,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-8797,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-6506,train,,1,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-6544,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-7952,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-5925,train,,1,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-12306,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-12274,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-4724,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-388,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-6121,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-8505,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-11883,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-5097,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-7409,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-2713,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-557,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-1668,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-5383,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-1290,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-2629,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-6660,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-9062,train,,1,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-8973,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-12261,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-9554,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-5404,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-5166,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-3565,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-11217,train,,1,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-12320,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-9338,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-10379,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-12264,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-9550,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-10006,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-12069,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-1535,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-5945,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-9260,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-3469,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-175,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-3467,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-976,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-12375,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-8118,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-9418,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-6416,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-11044,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-12304,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-11094,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-8097,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-11107,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-7512,train,,1,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-1648,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-9480,train,,1,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-6580,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-8862,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-11546,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-187,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-7287,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-1589,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-1263,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-6879,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-5683,train,,1,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-9158,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-2862,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-805,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-4191,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-605,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-1270,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-8247,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-2684,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-6027,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-6489,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-6788,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-12079,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-5140,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-9044,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C2,C2-7383,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-5671,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-4375,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-286,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-4485,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-4944,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-10322,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-4358,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-11169,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-3897,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-3405,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-942,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-5624,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-2290,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-3078,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-7867,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-3930,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-10124,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-11535,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-7533,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-2180,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-5047,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-4299,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-4928,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-6157,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-2005,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-10349,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-10878,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-7562,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-6775,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-5967,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-4348,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-11617,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-862,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-12002,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-11675,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-7056,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-5894,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-1213,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-971,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-3558,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-11331,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-2010,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-7688,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-3003,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-6299,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-442,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-8130,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-3390,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-9210,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-367,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-11064,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-11070,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-1591,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-10976,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-4782,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-8637,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-6333,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-2930,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-7114,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-6759,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-3886,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-1873,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-1924,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-10590,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-6586,train,,0,,,,,,,,,reasoning,0.49,B
qwen2.5-0.5b-instruct,C3,C3-7175,train,,0,,,,,,,,,reasoning,0.49,B
